"funnel_step","funnel_name","users","platform","age_range","total_usd","rides","cancellations","total_reviews","avg_rating","daily_date"
"3","rides_requested","12","web","45-54","","12","4","","","2021-10-09"
"3","rides_requested","31","web","Unknown","","31","15","","","2021-10-09"
"3","rides_requested","46","android","18-24","","46","18","","","2021-10-10"
"3","rides_requested","73","android","25-34","","73","29","","","2021-10-10"
"3","rides_requested","107","android","35-44","","107","41","","","2021-10-10"
"3","rides_requested","29","android","45-54","","29","13","","","2021-10-10"
"3","rides_requested","118","android","Unknown","","118","39","","","2021-10-10"
"3","rides_requested","84","ios","18-24","","84","28","","","2021-10-10"
"3","rides_requested","155","ios","25-34","","155","55","","","2021-10-10"
"3","rides_requested","240","ios","35-44","","240","86","","","2021-10-10"
"3","rides_requested","87","ios","45-54","","87","41","","","2021-10-10"
"3","rides_requested","260","ios","Unknown","","260","102","","","2021-10-10"
"3","rides_requested","12","web","18-24","","12","6","","","2021-10-10"
"3","rides_requested","22","web","25-34","","22","7","","","2021-10-10"
"3","rides_requested","51","web","35-44","","51","21","","","2021-10-10"
"3","rides_requested","12","web","45-54","","12","5","","","2021-10-10"
"3","rides_requested","54","web","Unknown","","54","17","","","2021-10-10"
"3","rides_requested","42","android","18-24","","42","19","","","2021-10-11"
"3","rides_requested","74","android","25-34","","74","24","","","2021-10-11"
"3","rides_requested","118","android","35-44","","118","39","","","2021-10-11"
"3","rides_requested","32","android","45-54","","32","11","","","2021-10-11"
"3","rides_requested","100","android","Unknown","","100","35","","","2021-10-11"
"3","rides_requested","79","ios","18-24","","79","25","","","2021-10-11"
"3","rides_requested","145","ios","25-34","","145","43","","","2021-10-11"
"3","rides_requested","209","ios","35-44","","209","67","","","2021-10-11"
"3","rides_requested","70","ios","45-54","","70","24","","","2021-10-11"
"3","rides_requested","271","ios","Unknown","","271","99","","","2021-10-11"
"3","rides_requested","16","web","18-24","","16","5","","","2021-10-11"
"3","rides_requested","24","web","25-34","","24","10","","","2021-10-11"
"3","rides_requested","46","web","35-44","","46","14","","","2021-10-11"
"3","rides_requested","11","web","45-54","","11","4","","","2021-10-11"
"3","rides_requested","32","web","Unknown","","32","15","","","2021-10-11"
"3","rides_requested","46","android","18-24","","46","17","","","2021-10-12"
"3","rides_requested","72","android","25-34","","72","28","","","2021-10-12"
"3","rides_requested","108","android","35-44","","108","42","","","2021-10-12"
"3","rides_requested","32","android","45-54","","32","16","","","2021-10-12"
"3","rides_requested","123","android","Unknown","","123","41","","","2021-10-12"
"3","rides_requested","85","ios","18-24","","85","28","","","2021-10-12"
"3","rides_requested","157","ios","25-34","","157","55","","","2021-10-12"
"3","rides_requested","248","ios","35-44","","248","89","","","2021-10-12"
"3","rides_requested","89","ios","45-54","","89","41","","","2021-10-12"
"3","rides_requested","259","ios","Unknown","","259","101","","","2021-10-12"
"3","rides_requested","13","web","18-24","","13","7","","","2021-10-12"
"3","rides_requested","21","web","25-34","","21","6","","","2021-10-12"
"3","rides_requested","51","web","35-44","","51","22","","","2021-10-12"
"3","rides_requested","13","web","45-54","","13","6","","","2021-10-12"
"3","rides_requested","55","web","Unknown","","55","17","","","2021-10-12"
"3","rides_requested","42","android","18-24","","42","18","","","2021-10-13"
"3","rides_requested","75","android","25-34","","75","23","","","2021-10-13"
"3","rides_requested","121","android","35-44","","121","39","","","2021-10-13"
"3","rides_requested","31","android","45-54","","31","11","","","2021-10-13"
"3","rides_requested","100","android","Unknown","","100","34","","","2021-10-13"
"3","rides_requested","82","ios","18-24","","82","26","","","2021-10-13"
"3","rides_requested","145","ios","25-34","","145","43","","","2021-10-13"
"3","rides_requested","205","ios","35-44","","205","64","","","2021-10-13"
"3","rides_requested","72","ios","45-54","","72","22","","","2021-10-13"
"3","rides_requested","272","ios","Unknown","","272","100","","","2021-10-13"
"3","rides_requested","17","web","18-24","","17","5","","","2021-10-13"
"3","rides_requested","24","web","25-34","","24","10","","","2021-10-13"
"3","rides_requested","48","web","35-44","","48","16","","","2021-10-13"
"3","rides_requested","11","web","45-54","","11","4","","","2021-10-13"
"3","rides_requested","35","web","Unknown","","35","16","","","2021-10-13"
"3","rides_requested","46","android","18-24","","46","16","","","2021-10-14"
"3","rides_requested","73","android","25-34","","73","28","","","2021-10-14"
"3","rides_requested","110","android","35-44","","110","42","","","2021-10-14"
"3","rides_requested","32","android","45-54","","32","16","","","2021-10-14"
"3","rides_requested","116","android","Unknown","","116","37","","","2021-10-14"
"3","rides_requested","87","ios","18-24","","87","29","","","2021-10-14"
"3","rides_requested","163","ios","25-34","","163","55","","","2021-10-14"
"3","rides_requested","249","ios","35-44","","249","88","","","2021-10-14"
"3","rides_requested","86","ios","45-54","","86","40","","","2021-10-14"
"3","rides_requested","262","ios","Unknown","","262","104","","","2021-10-14"
"3","rides_requested","12","web","18-24","","12","6","","","2021-10-14"
"3","rides_requested","22","web","25-34","","22","7","","","2021-10-14"
"3","rides_requested","50","web","35-44","","50","21","","","2021-10-14"
"3","rides_requested","13","web","45-54","","13","6","","","2021-10-14"
"3","rides_requested","53","web","Unknown","","53","17","","","2021-10-14"
"3","rides_requested","42","android","18-24","","42","18","","","2021-10-15"
"3","rides_requested","78","android","25-34","","78","24","","","2021-10-15"
"3","rides_requested","121","android","35-44","","121","38","","","2021-10-15"
"3","rides_requested","29","android","45-54","","29","11","","","2021-10-15"
"3","rides_requested","105","android","Unknown","","105","35","","","2021-10-15"
"3","rides_requested","81","ios","18-24","","81","25","","","2021-10-15"
"3","rides_requested","143","ios","25-34","","143","41","","","2021-10-15"
"3","rides_requested","202","ios","35-44","","202","62","","","2021-10-15"
"3","rides_requested","76","ios","45-54","","76","22","","","2021-10-15"
"3","rides_requested","275","ios","Unknown","","275","102","","","2021-10-15"
"3","rides_requested","17","web","18-24","","17","5","","","2021-10-15"
"3","rides_requested","25","web","25-34","","25","11","","","2021-10-15"
"3","rides_requested","46","web","35-44","","46","15","","","2021-10-15"
"3","rides_requested","11","web","45-54","","11","4","","","2021-10-15"
"3","rides_requested","37","web","Unknown","","37","16","","","2021-10-15"
"3","rides_requested","49","android","18-24","","49","18","","","2021-10-16"
"3","rides_requested","70","android","25-34","","70","25","","","2021-10-16"
"3","rides_requested","108","android","35-44","","108","41","","","2021-10-16"
"3","rides_requested","34","android","45-54","","34","17","","","2021-10-16"
"3","rides_requested","122","android","Unknown","","122","37","","","2021-10-16"
"3","rides_requested","85","ios","18-24","","85","28","","","2021-10-16"
"3","rides_requested","160","ios","25-34","","160","52","","","2021-10-16"
"3","rides_requested","255","ios","35-44","","255","89","","","2021-10-16"
"3","rides_requested","87","ios","45-54","","87","40","","","2021-10-16"
"3","rides_requested","270","ios","Unknown","","270","105","","","2021-10-16"
"3","rides_requested","12","web","18-24","","12","6","","","2021-10-16"
"3","rides_requested","22","web","25-34","","22","7","","","2021-10-16"
"3","rides_requested","51","web","35-44","","51","20","","","2021-10-16"
"3","rides_requested","14","web","45-54","","14","6","","","2021-10-16"
"3","rides_requested","52","web","Unknown","","52","16","","","2021-10-16"
"3","rides_requested","40","android","18-24","","40","18","","","2021-10-17"
"3","rides_requested","77","android","25-34","","77","24","","","2021-10-17"
"3","rides_requested","129","android","35-44","","129","42","","","2021-10-17"
"3","rides_requested","30","android","45-54","","30","10","","","2021-10-17"
"3","rides_requested","109","android","Unknown","","109","38","","","2021-10-17"
"3","rides_requested","79","ios","18-24","","79","25","","","2021-10-17"
"3","rides_requested","143","ios","25-34","","143","40","","","2021-10-17"
"3","rides_requested","212","ios","35-44","","212","69","","","2021-10-17"
"3","rides_requested","75","ios","45-54","","75","22","","","2021-10-17"
"3","rides_requested","270","ios","Unknown","","270","98","","","2021-10-17"
"3","rides_requested","16","web","18-24","","16","4","","","2021-10-17"
"3","rides_requested","26","web","25-34","","26","12","","","2021-10-17"
"3","rides_requested","47","web","35-44","","47","15","","","2021-10-17"
"3","rides_requested","11","web","45-54","","11","4","","","2021-10-17"
"3","rides_requested","37","web","Unknown","","37","16","","","2021-10-17"
"3","rides_requested","48","android","18-24","","48","18","","","2021-10-18"
"3","rides_requested","70","android","25-34","","70","24","","","2021-10-18"
"3","rides_requested","108","android","35-44","","108","41","","","2021-10-18"
"3","rides_requested","35","android","45-54","","35","18","","","2021-10-18"
"3","rides_requested","124","android","Unknown","","124","38","","","2021-10-18"
"3","rides_requested","88","ios","18-24","","88","30","","","2021-10-18"
"3","rides_requested","164","ios","25-34","","164","53","","","2021-10-18"
"3","rides_requested","259","ios","35-44","","259","90","","","2021-10-18"
"3","rides_requested","89","ios","45-54","","89","39","","","2021-10-18"
"3","rides_requested","274","ios","Unknown","","274","104","","","2021-10-18"
"3","rides_requested","12","web","18-24","","12","6","","","2021-10-18"
"3","rides_requested","24","web","25-34","","24","8","","","2021-10-18"
"3","rides_requested","51","web","35-44","","51","20","","","2021-10-18"
"3","rides_requested","14","web","45-54","","14","6","","","2021-10-18"
"3","rides_requested","54","web","Unknown","","54","18","","","2021-10-18"
"3","rides_requested","39","android","18-24","","39","18","","","2021-10-19"
"3","rides_requested","74","android","25-34","","74","24","","","2021-10-19"
"3","rides_requested","131","android","35-44","","131","43","","","2021-10-19"
"3","rides_requested","31","android","45-54","","31","11","","","2021-10-19"
"3","rides_requested","107","android","Unknown","","107","36","","","2021-10-19"
"3","rides_requested","82","ios","18-24","","82","24","","","2021-10-19"
"3","rides_requested","145","ios","25-34","","145","42","","","2021-10-19"
"3","rides_requested","210","ios","35-44","","210","69","","","2021-10-19"
"3","rides_requested","77","ios","45-54","","77","23","","","2021-10-19"
"3","rides_requested","271","ios","Unknown","","271","100","","","2021-10-19"
"3","rides_requested","17","web","18-24","","17","5","","","2021-10-19"
"3","rides_requested","28","web","25-34","","28","14","","","2021-10-19"
"3","rides_requested","45","web","35-44","","45","14","","","2021-10-19"
"3","rides_requested","10","web","45-54","","10","3","","","2021-10-19"
"3","rides_requested","37","web","Unknown","","37","16","","","2021-10-19"
"3","rides_requested","46","android","18-24","","46","16","","","2021-10-20"
"3","rides_requested","73","android","25-34","","73","25","","","2021-10-20"
"3","rides_requested","114","android","35-44","","114","44","","","2021-10-20"
"3","rides_requested","37","android","45-54","","37","19","","","2021-10-20"
"3","rides_requested","126","android","Unknown","","126","40","","","2021-10-20"
"3","rides_requested","91","ios","18-24","","91","30","","","2021-10-20"
"3","rides_requested","168","ios","25-34","","168","52","","","2021-10-20"
"3","rides_requested","259","ios","35-44","","259","90","","","2021-10-20"
"3","rides_requested","91","ios","45-54","","91","39","","","2021-10-20"
"3","rides_requested","266","ios","Unknown","","266","98","","","2021-10-20"
"3","rides_requested","11","web","18-24","","11","6","","","2021-10-20"
"3","rides_requested","25","web","25-34","","25","9","","","2021-10-20"
"3","rides_requested","52","web","35-44","","52","21","","","2021-10-20"
"3","rides_requested","13","web","45-54","","13","6","","","2021-10-20"
"3","rides_requested","51","web","Unknown","","51","16","","","2021-10-20"
"3","rides_requested","40","android","18-24","","40","19","","","2021-10-21"
"3","rides_requested","75","android","25-34","","75","24","","","2021-10-21"
"3","rides_requested","128","android","35-44","","128","42","","","2021-10-21"
"3","rides_requested","33","android","45-54","","33","11","","","2021-10-21"
"3","rides_requested","110","android","Unknown","","110","35","","","2021-10-21"
"3","rides_requested","83","ios","18-24","","83","25","","","2021-10-21"
"3","rides_requested","141","ios","25-34","","141","40","","","2021-10-21"
"3","rides_requested","212","ios","35-44","","212","69","","","2021-10-21"
"3","rides_requested","82","ios","45-54","","82","24","","","2021-10-21"
"3","rides_requested","269","ios","Unknown","","269","101","","","2021-10-21"
"3","rides_requested","16","web","18-24","","16","3","","","2021-10-21"
"3","rides_requested","27","web","25-34","","27","14","","","2021-10-21"
"3","rides_requested","46","web","35-44","","46","16","","","2021-10-21"
"3","rides_requested","10","web","45-54","","10","3","","","2021-10-21"
"3","rides_requested","36","web","Unknown","","36","15","","","2021-10-21"
"3","rides_requested","44","android","18-24","","44","15","","","2021-10-22"
"3","rides_requested","69","android","25-34","","69","22","","","2021-10-22"
"3","rides_requested","117","android","35-44","","117","45","","","2021-10-22"
"3","rides_requested","40","android","45-54","","40","19","","","2021-10-22"
"3","rides_requested","131","android","Unknown","","131","42","","","2021-10-22"
"3","rides_requested","90","ios","18-24","","90","29","","","2021-10-22"
"3","rides_requested","167","ios","25-34","","167","50","","","2021-10-22"
"3","rides_requested","251","ios","35-44","","251","83","","","2021-10-22"
"3","rides_requested","90","ios","45-54","","90","35","","","2021-10-22"
"3","rides_requested","267","ios","Unknown","","267","97","","","2021-10-22"
"3","rides_requested","11","web","18-24","","11","6","","","2021-10-22"
"3","rides_requested","24","web","25-34","","24","9","","","2021-10-22"
"3","rides_requested","53","web","35-44","","53","21","","","2021-10-22"
"3","rides_requested","12","web","45-54","","12","5","","","2021-10-22"
"3","rides_requested","48","web","Unknown","","48","15","","","2021-10-22"
"3","rides_requested","41","android","18-24","","41","19","","","2021-10-23"
"3","rides_requested","76","android","25-34","","76","23","","","2021-10-23"
"3","rides_requested","127","android","35-44","","127","42","","","2021-10-23"
"3","rides_requested","33","android","45-54","","33","10","","","2021-10-23"
"3","rides_requested","113","android","Unknown","","113","37","","","2021-10-23"
"3","rides_requested","77","ios","18-24","","77","22","","","2021-10-23"
"3","rides_requested","147","ios","25-34","","147","43","","","2021-10-23"
"3","rides_requested","209","ios","35-44","","209","67","","","2021-10-23"
"3","rides_requested","83","ios","45-54","","83","25","","","2021-10-23"
"3","rides_requested","263","ios","Unknown","","263","99","","","2021-10-23"
"3","rides_requested","16","web","18-24","","16","3","","","2021-10-23"
"3","rides_requested","27","web","25-34","","27","14","","","2021-10-23"
"3","rides_requested","41","web","35-44","","41","11","","","2021-10-23"
"3","rides_requested","10","web","45-54","","10","3","","","2021-10-23"
"3","rides_requested","37","web","Unknown","","37","16","","","2021-10-23"
"3","rides_requested","43","android","18-24","","43","15","","","2021-10-24"
"3","rides_requested","70","android","25-34","","70","22","","","2021-10-24"
"3","rides_requested","116","android","35-44","","116","43","","","2021-10-24"
"3","rides_requested","43","android","45-54","","43","21","","","2021-10-24"
"3","rides_requested","134","android","Unknown","","134","43","","","2021-10-24"
"3","rides_requested","87","ios","18-24","","87","27","","","2021-10-24"
"3","rides_requested","167","ios","25-34","","167","51","","","2021-10-24"
"3","rides_requested","257","ios","35-44","","257","86","","","2021-10-24"
"3","rides_requested","95","ios","45-54","","95","37","","","2021-10-24"
"3","rides_requested","270","ios","Unknown","","270","97","","","2021-10-24"
"3","rides_requested","10","web","18-24","","10","6","","","2021-10-24"
"3","rides_requested","23","web","25-34","","23","9","","","2021-10-24"
"3","rides_requested","54","web","35-44","","54","21","","","2021-10-24"
"3","rides_requested","12","web","45-54","","12","5","","","2021-10-24"
"3","rides_requested","49","web","Unknown","","49","17","","","2021-10-24"
"3","rides_requested","44","android","18-24","","44","18","","","2021-10-25"
"3","rides_requested","73","android","25-34","","73","20","","","2021-10-25"
"3","rides_requested","127","android","35-44","","127","43","","","2021-10-25"
"3","rides_requested","32","android","45-54","","32","10","","","2021-10-25"
"3","rides_requested","112","android","Unknown","","112","37","","","2021-10-25"
"3","rides_requested","79","ios","18-24","","79","26","","","2021-10-25"
"3","rides_requested","149","ios","25-34","","149","44","","","2021-10-25"
"3","rides_requested","209","ios","35-44","","209","67","","","2021-10-25"
"3","rides_requested","81","ios","45-54","","81","24","","","2021-10-25"
"3","rides_requested","268","ios","Unknown","","268","102","","","2021-10-25"
"3","rides_requested","16","web","18-24","","16","3","","","2021-10-25"
"3","rides_requested","29","web","25-34","","29","14","","","2021-10-25"
"3","rides_requested","43","web","35-44","","43","11","","","2021-10-25"
"3","rides_requested","9","web","45-54","","9","3","","","2021-10-25"
"3","rides_requested","39","web","Unknown","","39","17","","","2021-10-25"
"3","rides_requested","47","android","18-24","","47","18","","","2021-10-26"
"3","rides_requested","70","android","25-34","","70","20","","","2021-10-26"
"3","rides_requested","116","android","35-44","","116","42","","","2021-10-26"
"3","rides_requested","45","android","45-54","","45","22","","","2021-10-26"
"3","rides_requested","137","android","Unknown","","137","42","","","2021-10-26"
"3","rides_requested","90","ios","18-24","","90","29","","","2021-10-26"
"3","rides_requested","170","ios","25-34","","170","49","","","2021-10-26"
"3","rides_requested","260","ios","35-44","","260","84","","","2021-10-26"
"3","rides_requested","95","ios","45-54","","95","36","","","2021-10-26"
"3","rides_requested","268","ios","Unknown","","268","98","","","2021-10-26"
"3","rides_requested","10","web","18-24","","10","6","","","2021-10-26"
"3","rides_requested","24","web","25-34","","24","10","","","2021-10-26"
"3","rides_requested","57","web","35-44","","57","22","","","2021-10-26"
"3","rides_requested","12","web","45-54","","12","5","","","2021-10-26"
"3","rides_requested","51","web","Unknown","","51","18","","","2021-10-26"
"3","rides_requested","45","android","18-24","","45","19","","","2021-10-27"
"3","rides_requested","74","android","25-34","","74","21","","","2021-10-27"
"3","rides_requested","122","android","35-44","","122","39","","","2021-10-27"
"3","rides_requested","34","android","45-54","","34","11","","","2021-10-27"
"3","rides_requested","115","android","Unknown","","115","40","","","2021-10-27"
"3","rides_requested","84","ios","18-24","","84","28","","","2021-10-27"
"3","rides_requested","150","ios","25-34","","150","48","","","2021-10-27"
"3","rides_requested","213","ios","35-44","","213","70","","","2021-10-27"
"3","rides_requested","80","ios","45-54","","80","23","","","2021-10-27"
"3","rides_requested","270","ios","Unknown","","270","98","","","2021-10-27"
"3","rides_requested","17","web","18-24","","17","3","","","2021-10-27"
"3","rides_requested","29","web","25-34","","29","13","","","2021-10-27"
"3","rides_requested","47","web","35-44","","47","13","","","2021-10-27"
"3","rides_requested","9","web","45-54","","9","3","","","2021-10-27"
"3","rides_requested","40","web","Unknown","","40","18","","","2021-10-27"
"3","rides_requested","47","android","18-24","","47","18","","","2021-10-28"
"3","rides_requested","70","android","25-34","","70","21","","","2021-10-28"
"3","rides_requested","116","android","35-44","","116","42","","","2021-10-28"
"3","rides_requested","47","android","45-54","","47","22","","","2021-10-28"
"3","rides_requested","135","android","Unknown","","135","42","","","2021-10-28"
"3","rides_requested","91","ios","18-24","","91","28","","","2021-10-28"
"3","rides_requested","175","ios","25-34","","175","49","","","2021-10-28"
"3","rides_requested","252","ios","35-44","","252","80","","","2021-10-28"
"3","rides_requested","95","ios","45-54","","95","36","","","2021-10-28"
"3","rides_requested","265","ios","Unknown","","265","98","","","2021-10-28"
"3","rides_requested","12","web","18-24","","12","8","","","2021-10-28"
"3","rides_requested","24","web","25-34","","24","11","","","2021-10-28"
"3","rides_requested","56","web","35-44","","56","21","","","2021-10-28"
"3","rides_requested","11","web","45-54","","11","4","","","2021-10-28"
"3","rides_requested","50","web","Unknown","","50","17","","","2021-10-28"
"3","rides_requested","46","android","18-24","","46","20","","","2021-10-29"
"3","rides_requested","73","android","25-34","","73","21","","","2021-10-29"
"3","rides_requested","125","android","35-44","","125","38","","","2021-10-29"
"3","rides_requested","30","android","45-54","","30","11","","","2021-10-29"
"3","rides_requested","112","android","Unknown","","112","39","","","2021-10-29"
"3","rides_requested","87","ios","18-24","","87","28","","","2021-10-29"
"3","rides_requested","147","ios","25-34","","147","46","","","2021-10-29"
"3","rides_requested","215","ios","35-44","","215","73","","","2021-10-29"
"3","rides_requested","80","ios","45-54","","80","23","","","2021-10-29"
"3","rides_requested","268","ios","Unknown","","268","97","","","2021-10-29"
"3","rides_requested","18","web","18-24","","18","3","","","2021-10-29"
"3","rides_requested","29","web","25-34","","29","14","","","2021-10-29"
"3","rides_requested","48","web","35-44","","48","14","","","2021-10-29"
"3","rides_requested","12","web","45-54","","12","5","","","2021-10-29"
"3","rides_requested","41","web","Unknown","","41","19","","","2021-10-29"
"3","rides_requested","46","android","18-24","","46","19","","","2021-10-30"
"3","rides_requested","68","android","25-34","","68","20","","","2021-10-30"
"3","rides_requested","119","android","35-44","","119","41","","","2021-10-30"
"3","rides_requested","46","android","45-54","","46","21","","","2021-10-30"
"3","rides_requested","131","android","Unknown","","131","39","","","2021-10-30"
"3","rides_requested","92","ios","18-24","","92","29","","","2021-10-30"
"3","rides_requested","178","ios","25-34","","178","49","","","2021-10-30"
"3","rides_requested","257","ios","35-44","","257","82","","","2021-10-30"
"3","rides_requested","97","ios","45-54","","97","37","","","2021-10-30"
"3","rides_requested","266","ios","Unknown","","266","100","","","2021-10-30"
"3","rides_requested","13","web","18-24","","13","9","","","2021-10-30"
"3","rides_requested","25","web","25-34","","25","12","","","2021-10-30"
"3","rides_requested","54","web","35-44","","54","19","","","2021-10-30"
"3","rides_requested","11","web","45-54","","11","4","","","2021-10-30"
"3","rides_requested","49","web","Unknown","","49","17","","","2021-10-30"
"3","rides_requested","45","android","18-24","","45","20","","","2021-10-31"
"3","rides_requested","75","android","25-34","","75","22","","","2021-10-31"
"3","rides_requested","120","android","35-44","","120","34","","","2021-10-31"
"3","rides_requested","30","android","45-54","","30","12","","","2021-10-31"
"3","rides_requested","110","android","Unknown","","110","38","","","2021-10-31"
"3","rides_requested","86","ios","18-24","","86","29","","","2021-10-31"
"3","rides_requested","150","ios","25-34","","150","49","","","2021-10-31"
"3","rides_requested","225","ios","35-44","","225","77","","","2021-10-31"
"3","rides_requested","83","ios","45-54","","83","26","","","2021-10-31"
"3","rides_requested","273","ios","Unknown","","273","97","","","2021-10-31"
"3","rides_requested","17","web","18-24","","17","3","","","2021-10-31"
"3","rides_requested","29","web","25-34","","29","13","","","2021-10-31"
"3","rides_requested","48","web","35-44","","48","15","","","2021-10-31"
"3","rides_requested","12","web","45-54","","12","6","","","2021-10-31"
"3","rides_requested","41","web","Unknown","","41","19","","","2021-10-31"
"3","rides_requested","47","android","18-24","","47","19","","","2021-11-01"
"3","rides_requested","68","android","25-34","","68","19","","","2021-11-01"
"3","rides_requested","117","android","35-44","","117","38","","","2021-11-01"
"3","rides_requested","47","android","45-54","","47","22","","","2021-11-01"
"3","rides_requested","129","android","Unknown","","129","39","","","2021-11-01"
"3","rides_requested","92","ios","18-24","","92","29","","","2021-11-01"
"3","rides_requested","172","ios","25-34","","172","44","","","2021-11-01"
"3","rides_requested","258","ios","35-44","","258","86","","","2021-11-01"
"3","rides_requested","96","ios","45-54","","96","36","","","2021-11-01"
"3","rides_requested","266","ios","Unknown","","266","98","","","2021-11-01"
"3","rides_requested","13","web","18-24","","13","8","","","2021-11-01"
"3","rides_requested","25","web","25-34","","25","12","","","2021-11-01"
"3","rides_requested","55","web","35-44","","55","20","","","2021-11-01"
"3","rides_requested","10","web","45-54","","10","3","","","2021-11-01"
"3","rides_requested","50","web","Unknown","","50","18","","","2021-11-01"
"3","rides_requested","43","android","18-24","","43","20","","","2021-11-02"
"3","rides_requested","76","android","25-34","","76","22","","","2021-11-02"
"3","rides_requested","117","android","35-44","","117","34","","","2021-11-02"
"3","rides_requested","30","android","45-54","","30","11","","","2021-11-02"
"3","rides_requested","111","android","Unknown","","111","40","","","2021-11-02"
"3","rides_requested","85","ios","18-24","","85","30","","","2021-11-02"
"3","rides_requested","145","ios","25-34","","145","50","","","2021-11-02"
"3","rides_requested","224","ios","35-44","","224","77","","","2021-11-02"
"3","rides_requested","83","ios","45-54","","83","26","","","2021-11-02"
"3","rides_requested","273","ios","Unknown","","273","99","","","2021-11-02"
"3","rides_requested","18","web","18-24","","18","4","","","2021-11-02"
"3","rides_requested","28","web","25-34","","28","12","","","2021-11-02"
"3","rides_requested","50","web","35-44","","50","16","","","2021-11-02"
"3","rides_requested","12","web","45-54","","12","6","","","2021-11-02"
"3","rides_requested","43","web","Unknown","","43","19","","","2021-11-02"
"3","rides_requested","47","android","18-24","","47","19","","","2021-11-03"
"3","rides_requested","70","android","25-34","","70","19","","","2021-11-03"
"3","rides_requested","114","android","35-44","","114","39","","","2021-11-03"
"3","rides_requested","45","android","45-54","","45","20","","","2021-11-03"
"3","rides_requested","129","android","Unknown","","129","39","","","2021-11-03"
"3","rides_requested","92","ios","18-24","","92","28","","","2021-11-03"
"3","rides_requested","177","ios","25-34","","177","46","","","2021-11-03"
"3","rides_requested","257","ios","35-44","","257","91","","","2021-11-03"
"3","rides_requested","98","ios","45-54","","98","36","","","2021-11-03"
"3","rides_requested","273","ios","Unknown","","273","104","","","2021-11-03"
"3","rides_requested","13","web","18-24","","13","8","","","2021-11-03"
"3","rides_requested","24","web","25-34","","24","12","","","2021-11-03"
"3","rides_requested","58","web","35-44","","58","21","","","2021-11-03"
"3","rides_requested","12","web","45-54","","12","3","","","2021-11-03"
"3","rides_requested","50","web","Unknown","","50","17","","","2021-11-03"
"3","rides_requested","42","android","18-24","","42","17","","","2021-11-04"
"3","rides_requested","77","android","25-34","","77","21","","","2021-11-04"
"3","rides_requested","115","android","35-44","","115","33","","","2021-11-04"
"3","rides_requested","28","android","45-54","","28","8","","","2021-11-04"
"3","rides_requested","115","android","Unknown","","115","41","","","2021-11-04"
"3","rides_requested","84","ios","18-24","","84","32","","","2021-11-04"
"3","rides_requested","148","ios","25-34","","148","54","","","2021-11-04"
"3","rides_requested","230","ios","35-44","","230","77","","","2021-11-04"
"3","rides_requested","81","ios","45-54","","81","26","","","2021-11-04"
"3","rides_requested","276","ios","Unknown","","276","100","","","2021-11-04"
"3","rides_requested","17","web","18-24","","17","5","","","2021-11-04"
"3","rides_requested","28","web","25-34","","28","12","","","2021-11-04"
"3","rides_requested","49","web","35-44","","49","16","","","2021-11-04"
"3","rides_requested","12","web","45-54","","12","6","","","2021-11-04"
"3","rides_requested","41","web","Unknown","","41","17","","","2021-11-04"
"3","rides_requested","46","android","18-24","","46","16","","","2021-11-05"
"3","rides_requested","67","android","25-34","","67","19","","","2021-11-05"
"3","rides_requested","116","android","35-44","","116","40","","","2021-11-05"
"3","rides_requested","46","android","45-54","","46","19","","","2021-11-05"
"3","rides_requested","131","android","Unknown","","131","38","","","2021-11-05"
"3","rides_requested","89","ios","18-24","","89","26","","","2021-11-05"
"3","rides_requested","172","ios","25-34","","172","43","","","2021-11-05"
"3","rides_requested","260","ios","35-44","","260","90","","","2021-11-05"
"3","rides_requested","99","ios","45-54","","99","37","","","2021-11-05"
"3","rides_requested","274","ios","Unknown","","274","105","","","2021-11-05"
"3","rides_requested","11","web","18-24","","11","6","","","2021-11-05"
"3","rides_requested","26","web","25-34","","26","12","","","2021-11-05"
"3","rides_requested","56","web","35-44","","56","22","","","2021-11-05"
"3","rides_requested","12","web","45-54","","12","3","","","2021-11-05"
"3","rides_requested","49","web","Unknown","","49","16","","","2021-11-05"
"3","rides_requested","42","android","18-24","","42","17","","","2021-11-06"
"3","rides_requested","79","android","25-34","","79","23","","","2021-11-06"
"3","rides_requested","115","android","35-44","","115","33","","","2021-11-06"
"3","rides_requested","30","android","45-54","","30","9","","","2021-11-06"
"3","rides_requested","120","android","Unknown","","120","43","","","2021-11-06"
"3","rides_requested","91","ios","18-24","","91","32","","","2021-11-06"
"3","rides_requested","150","ios","25-34","","150","54","","","2021-11-06"
"3","rides_requested","228","ios","35-44","","228","80","","","2021-11-06"
"3","rides_requested","85","ios","45-54","","85","27","","","2021-11-06"
"3","rides_requested","272","ios","Unknown","","272","101","","","2021-11-06"
"3","rides_requested","17","web","18-24","","17","5","","","2021-11-06"
"3","rides_requested","28","web","25-34","","28","12","","","2021-11-06"
"3","rides_requested","49","web","35-44","","49","16","","","2021-11-06"
"3","rides_requested","11","web","45-54","","11","5","","","2021-11-06"
"3","rides_requested","42","web","Unknown","","42","17","","","2021-11-06"
"3","rides_requested","46","android","18-24","","46","16","","","2021-11-07"
"3","rides_requested","64","android","25-34","","64","17","","","2021-11-07"
"3","rides_requested","118","android","35-44","","118","40","","","2021-11-07"
"3","rides_requested","44","android","45-54","","44","19","","","2021-11-07"
"3","rides_requested","133","android","Unknown","","133","38","","","2021-11-07"
"3","rides_requested","95","ios","18-24","","95","27","","","2021-11-07"
