"driver_id","total_rides","total_users","rides_completed","rides_canceled","reviews","avg_ratings"
"107277","12","12","11","1","7","3.13"
"107318","23","23","21","2","16","3.13"
"107381","23","23","22","1","13","3.13"
"107464","15","15","14","1","11","3.13"
"107697","11","11","11","0","5","3.13"
"107767","13","13","11","2","10","3.13"
"107805","11","11","10","1","7","3.13"
"107872","16","16","15","1","11","3.13"
"107928","18","18","16","2","13","3.13"
"107957","9","9","9","0","7","3.13"
"107967","9","9","9","0","6","3.13"
"108026","8","8","7","1","6","3.13"
"108029","13","13","13","0","10","3.13"
"108084","23","23","21","2","13","3.13"
"108179","8","8","8","0","6","3.13"
"108199","18","18","15","3","11","3.13"
"108373","15","15","15","0","11","3.13"
"108414","14","14","13","1","9","3.13"
"108482","15","15","12","3","9","3.13"
"108514","10","10","9","1","6","3.13"
"108585","18","18","17","1","10","3.13"
"108669","11","11","10","1","5","3.13"
"108692","16","16","15","1","10","3.13"
"108698","13","13","13","0","7","3.13"
"108729","11","11","9","2","6","3.13"
"108747","12","12","10","2","8","3.13"
"108881","14","14","13","1","9","3.13"
"108915","12","12","11","1","7","3.13"
"108929","13","13","13","0","7","3.13"
"109023","14","14","12","2","9","3.13"
"109031","20","20","17","3","13","3.13"
"109048","13","13","12","1","6","3.13"
"109178","16","16","14","2","7","3.13"
"109196","12","12","10","2","7","3.13"
"109221","15","15","14","1","10","3.13"
"109317","17","17","16","1","10","3.13"
"109335","12","12","10","2","8","3.13"
"109561","12","12","12","0","8","3.13"
"109680","11","11","10","1","8","3.13"
"109782","17","17","15","2","11","3.13"
"109815","18","18","16","2","11","3.13"
"109848","15","15","13","2","8","3.13"
"109930","6","6","6","0","6","3.13"
"109955","8","8","8","0","5","3.13"
"110013","14","14","13","1","9","3.13"
"110150","12","12","12","0","5","3.13"
"110328","18","18","16","2","10","3.13"
"110425","17","17","16","1","14","3.13"
"110472","12","12","9","3","6","3.13"
"110707","11","11","9","2","5","3.13"
"110729","16","16","14","2","8","3.13"
"110911","11","11","8","3","5","3.13"
"111038","12","12","11","1","5","3.13"
"111055","9","9","9","0","7","3.13"
"111130","13","13","11","2","5","3.13"
"111226","17","17","17","0","12","3.13"
"111244","18","18","17","1","11","3.13"
"111437","24","24","22","2","15","3.13"
"111444","20","20","17","3","14","3.13"
"111477","13","13","11","2","7","3.13"
"111496","7","7","7","0","5","3.13"
"111525","25","25","22","3","14","3.13"
"111774","9","9","9","0","6","3.13"
"111908","16","16","15","1","9","3.13"
"111922","8","8","6","2","5","3.13"
"111928","16","16","16","0","9","3.13"
"111934","10","10","10","0","7","3.13"
"111971","13","13","13","0","9","3.13"
"112064","11","11","6","5","5","3.13"
"112105","12","12","11","1","8","3.13"
"112288","19","19","19","0","16","3.13"
"112366","12","12","12","0","9","3.13"
"112373","15","15","15","0","12","3.13"
"112495","11","11","10","1","5","3.13"
"112544","10","10","9","1","5","3.13"
"112565","17","17","13","4","10","3.13"
"112661","12","12","11","1","7","3.13"
"112820","13","13","12","1","7","3.13"
"112839","14","14","13","1","13","3.13"
"112875","11","11","11","0","10","3.13"
"112986","11","11","8","3","5","3.13"
"113223","18","18","16","2","11","3.13"
"113248","27","27","26","1","13","3.13"
"113269","10","10","7","3","5","3.13"
"113273","16","16","15","1","12","3.13"
"113282","12","12","10","2","9","3.13"
"113419","12","12","11","1","8","3.13"
"113745","16","16","13","3","8","3.13"
"113877","11","11","11","0","5","3.13"
"113931","17","17","16","1","8","3.13"
"113959","25","25","20","5","16","3.13"
"114096","15","15","13","2","10","3.13"
"114106","21","21","19","2","13","3.13"
"114165","13","13","12","1","10","3.13"
"114166","10","10","7","3","6","3.13"
"114167","13","13","10","3","6","3.13"
"114183","10","10","9","1","7","3.13"
"114214","23","23","19","4","14","3.13"
"114308","19","19","16","3","12","3.13"
"115109","14","14","13","1","9","3.13"
"115393","19","19","17","2","9","3.13"
"115595","16","16","14","2","10","3.13"
"115804","16","16","13","3","8","3.13"
"115962","12","12","12","0","5","3.13"
"116077","16","16","15","1","12","3.13"
"116208","10","10","9","1","7","3.13"
"116311","9","9","7","2","6","3.13"
"116332","15","14","15","0","9","3.13"
"116373","7","7","7","0","5","3.13"
"116386","7","7","7","0","5","3.13"
"116431","20","20","20","0","15","3.13"
"116611","10","10","9","1","5","3.13"
"116700","14","14","14","0","10","3.13"
"116814","15","15","13","2","10","3.13"
"116831","22","22","16","6","11","3.13"
"116973","17","17","15","2","11","3.13"
"116987","14","14","12","2","8","3.13"
"117269","14","14","12","2","5","3.13"
"117380","14","14","13","1","10","3.13"
"100183","17","17","12","5","11","3.12"
"101823","18","18","18","0","12","3.12"
"102722","17","17","16","1","12","3.12"
"103337","18","18","17","1","11","3.12"
"103358","18","18","18","0","12","3.12"
"103716","21","21","19","2","15","3.12"
"104219","15","15","12","3","10","3.12"
"104339","18","18","18","0","14","3.12"
"104523","17","17","16","1","12","3.12"
"104656","17","17","14","3","11","3.12"
"105395","17","17","14","3","10","3.12"
"106375","17","17","14","3","10","3.12"
"106579","13","13","13","0","9","3.12"
"107356","18","18","18","0","13","3.12"
"107504","21","21","19","2","17","3.12"
"107873","22","22","21","1","19","3.12"
"108264","14","14","14","0","11","3.12"
"108282","20","20","18","2","15","3.12"
"108985","17","17","13","4","10","3.12"
"109610","15","15","14","1","11","3.12"
"110616","17","17","13","4","11","3.12"
"111154","19","19","18","1","10","3.12"
"111351","19","19","19","0","17","3.12"
"111946","15","15","15","0","13","3.12"
"112422","17","17","17","0","14","3.12"
"112463","17","17","17","0","10","3.12"
"112801","15","15","14","1","13","3.12"
"112987","16","16","16","0","10","3.12"
"113062","14","14","13","1","11","3.12"
"113535","12","12","12","0","10","3.12"
"113735","14","14","13","1","10","3.12"
"114486","15","15","14","1","12","3.12"
"114894","18","18","13","5","10","3.12"
"114991","18","18","18","0","10","3.12"
"114994","15","15","14","1","11","3.12"
"115428","16","16","14","2","13","3.12"
"117214","18","18","16","2","12","3.12"
"117501","12","12","12","0","10","3.12"
"117538","15","15","15","0","11","3.12"
"100227","15","15","14","1","8","3.11"
"100326","19","19","17","2","10","3.11"
"100472","16","16","15","1","13","3.11"
"100611","13","13","13","0","10","3.11"
"100681","14","14","12","2","8","3.11"
"100825","11","11","9","2","8","3.11"
"100981","17","16","15","2","10","3.11"
"100989","13","13","13","0","9","3.11"
"101565","12","12","11","1","10","3.11"
"101724","18","18","16","2","10","3.11"
"101848","15","15","14","1","9","3.11"
"102095","13","13","12","1","8","3.11"
"102150","13","13","12","1","9","3.11"
"102702","11","11","11","0","6","3.11"
"102746","18","18","14","4","9","3.11"
"102838","17","17","15","2","8","3.11"
"103066","16","16","13","3","8","3.11"
"103144","12","12","10","2","9","3.11"
"103208","14","14","12","2","8","3.11"
"103300","23","23","20","3","16","3.11"
"103425","13","13","13","0","9","3.11"
"103550","11","11","11","0","9","3.11"
"103553","15","15","11","4","9","3.11"
"103989","11","11","11","0","9","3.11"
"103998","19","19","19","0","12","3.11"
"104048","18","18","18","0","14","3.11"
"104157","17","17","16","1","8","3.11"
"104258","13","13","13","0","9","3.11"
"104720","13","13","12","1","9","3.11"
"105344","18","18","16","2","12","3.11"
"105636","25","25","22","3","13","3.11"
"105999","15","15","13","2","8","3.11"
"106018","19","19","17","2","14","3.11"
"106370","13","13","11","2","5","3.11"
"106446","24","24","20","4","14","3.11"
"106601","10","10","10","0","8","3.11"
"106625","14","14","13","1","9","3.11"
"107384","10","10","10","0","5","3.11"
"107539","14","14","14","0","10","3.11"
"107821","24","24","20","4","14","3.11"
"107941","12","12","11","1","8","3.11"
"108087","15","15","14","1","6","3.11"
"108448","11","11","10","1","8","3.11"
"109540","20","20","19","1","11","3.11"
"109646","13","13","13","0","5","3.11"
"109834","13","13","13","0","10","3.11"
"110182","11","11","9","2","7","3.11"
"110296","10","10","10","0","5","3.11"
"110335","12","12","12","0","8","3.11"
"110819","14","14","12","2","9","3.11"
"110989","17","17","17","0","12","3.11"
"111000","20","20","20","0","13","3.11"
"111054","13","13","11","2","9","3.11"
"111143","17","16","17","0","12","3.11"
"111524","15","15","14","1","11","3.11"
"111576","16","16","14","2","10","3.11"
"111668","21","21","21","0","13","3.11"
"111923","18","18","17","1","16","3.11"
"112485","14","14","12","2","7","3.11"
"112778","13","13","13","0","10","3.11"
"112815","15","15","15","0","12","3.11"
"113297","15","15","14","1","8","3.11"
"113534","24","24","20","4","10","3.11"
"113873","16","16","14","2","13","3.11"
"113992","14","14","13","1","12","3.11"
"114120","15","15","14","1","11","3.11"
"114405","12","12","8","4","7","3.11"
"114533","15","15","12","3","8","3.11"
"114562","15","15","12","3","10","3.11"
"114610","16","16","12","4","11","3.11"
"114626","18","18","15","3","11","3.11"
"114706","18","18","16","2","12","3.11"
"114744","17","17","14","3","11","3.11"
"114963","16","16","12","4","9","3.11"
"115073","11","11","10","1","9","3.11"
"115259","17","17","16","1","13","3.11"
"115384","19","19","17","2","10","3.11"
"115573","15","15","14","1","9","3.11"
"115722","13","13","11","2","6","3.11"
"115772","12","12","10","2","5","3.11"
"115778","17","17","15","2","11","3.11"
"115829","9","9","7","2","5","3.11"
"115850","10","10","9","1","5","3.11"
"115881","14","14","13","1","9","3.11"
"116028","13","13","12","1","12","3.11"
"116474","15","15","14","1","12","3.11"
"116737","18","18","17","1","8","3.11"
"116753","10","10","9","1","8","3.11"
"116756","11","11","10","1","5","3.11"
"100171","12","12","10","2","7","3.10"
"100209","13","13","12","1","7","3.10"
"100355","16","16","14","2","6","3.10"
"100568","14","14","14","0","9","3.10"
"100600","24","24","20","4","12","3.10"
"100645","21","21","19","2","12","3.10"
"100657","11","11","10","1","8","3.10"
"100698","11","11","10","1","7","3.10"
"100814","11","11","11","0","8","3.10"
"100845","16","16","14","2","10","3.10"
"100879","10","10","9","1","7","3.10"
"100925","13","13","12","1","9","3.10"
"101058","9","9","7","2","7","3.10"
"101074","12","12","11","1","6","3.10"
"101187","14","14","13","1","6","3.10"
"101463","15","15","15","0","11","3.10"
"101529","12","12","11","1","9","3.10"
"101582","20","20","18","2","12","3.10"
"101608","12","12","10","2","6","3.10"
"101972","12","12","11","1","7","3.10"
"101973","13","13","9","4","6","3.10"
"101974","20","20","16","4","12","3.10"
"102000","15","15","12","3","7","3.10"
"102239","13","13","11","2","7","3.10"
"102294","17","17","16","1","12","3.10"
"102301","10","10","9","1","6","3.10"
"102450","11","11","10","1","9","3.10"
"102557","17","17","16","1","8","3.10"
"102600","16","16","13","3","10","3.10"
"102651","10","10","9","1","7","3.10"
"102905","8","8","6","2","6","3.10"
"102910","12","12","10","2","6","3.10"
"103045","22","22","20","2","14","3.10"
"103203","11","11","11","0","7","3.10"
"103216","14","14","14","0","8","3.10"
"103547","11","11","10","1","6","3.10"
"103600","10","10","9","1","6","3.10"
"103870","16","16","15","1","12","3.10"
"104047","15","15","12","3","9","3.10"
"104136","11","11","11","0","7","3.10"
"104144","14","14","13","1","7","3.10"
"104186","12","12","10","2","6","3.10"
"104223","10","10","9","1","7","3.10"
"104421","11","11","10","1","6","3.10"
"104439","16","16","14","2","8","3.10"
"104556","11","11","8","3","7","3.10"
"104646","13","13","10","3","6","3.10"
"104886","17","17","15","2","9","3.10"
"105414","20","20","18","2","14","3.10"
"105449","17","17","16","1","11","3.10"
"105613","18","18","18","0","12","3.10"
"105642","10","10","8","2","6","3.10"
"105717","19","19","19","0","13","3.10"
"105805","10","10","10","0","9","3.10"
"105927","21","21","20","1","15","3.10"
"106003","21","21","20","1","9","3.10"
"106064","13","13","11","2","6","3.10"
"106207","12","12","10","2","8","3.10"
"106403","12","12","10","2","6","3.10"
"106635","11","11","11","0","6","3.10"
"106772","14","14","12","2","10","3.10"
"106812","14","14","13","1","6","3.10"
"106827","12","12","10","2","6","3.10"
"106865","21","20","18","3","14","3.10"
"106986","13","13","11","2","7","3.10"
"107071","15","15","12","3","9","3.10"
"107411","15","15","15","0","12","3.10"
"107426","10","10","8","2","7","3.10"
"107490","10","10","9","1","7","3.10"
"107525","15","15","13","2","10","3.10"
"107877","17","17","14","3","13","3.10"
"107993","11","11","10","1","7","3.10"
"108143","14","14","12","2","9","3.10"
"108303","16","16","14","2","9","3.10"
"108342","10","10","7","3","6","3.10"
"108695","18","18","18","0","12","3.10"
"108735","18","18","17","1","13","3.10"
"108817","15","15","15","0","6","3.10"
"109135","16","16","14","2","7","3.10"
"109180","16","16","13","3","8","3.10"
"109237","11","11","10","1","8","3.10"
"109338","14","14","11","3","6","3.10"
"109407","13","13","10","3","6","3.10"
"109719","11","11","9","2","6","3.10"
"109965","14","14","13","1","10","3.10"
"109991","10","10","9","1","6","3.10"
"110040","23","23","22","1","15","3.10"
"110157","17","17","16","1","10","3.10"
"110233","17","17","17","0","12","3.10"
"110258","13","13","10","3","8","3.10"
"110343","11","11","11","0","7","3.10"
"110346","16","16","16","0","8","3.10"
"110353","16","16","15","1","13","3.10"
"110449","13","13","10","3","6","3.10"
"110456","10","10","8","2","7","3.10"
"110757","19","19","15","4","12","3.10"
"110770","7","7","7","0","6","3.10"
"110814","11","11","10","1","7","3.10"
"110900","9","9","8","1","6","3.10"
"111222","15","15","14","1","7","3.10"
"111352","18","18","15","3","10","3.10"
"111356","20","20","16","4","10","3.10"
"111358","12","12","10","2","7","3.10"
"111544","11","11","9","2","6","3.10"
"111570","15","15","13","2","7","3.10"
"111572","16","16","16","0","11","3.10"
"111631","12","12","11","1","7","3.10"
"111657","16","16","15","1","10","3.10"
"111665","11","11","9","2","6","3.10"
"111725","16","16","16","0","12","3.10"
"111732","11","11","11","0","9","3.10"
"111882","11","11","8","3","6","3.10"
"112191","13","13","13","0","6","3.10"
"112241","9","9","8","1","6","3.10"
"112284","9","9","9","0","7","3.10"
"112358","14","14","13","1","11","3.10"
"112380","17","17","16","1","11","3.10"
"112515","19","19","16","3","11","3.10"
"112523","14","14","14","0","11","3.10"
"112682","14","14","13","1","9","3.10"
"112720","9","9","9","0","9","3.10"
"112753","15","15","14","1","10","3.10"
"112944","8","8","6","2","6","3.10"
"112978","8","8","8","0","7","3.10"
"113106","15","15","13","2","11","3.10"
"113170","12","12","11","1","8","3.10"
"113253","17","17","16","1","10","3.10"
"113258","12","12","11","1","6","3.10"
"113478","12","12","12","0","6","3.10"
"113917","15","15","14","1","9","3.10"
"113939","21","21","17","4","12","3.10"
"113958","10","10","8","2","6","3.10"
"114095","10","10","9","1","6","3.10"
"114201","14","14","13","1","9","3.10"
"114391","21","21","20","1","13","3.10"
"114597","12","12","12","0","8","3.10"
"114633","10","10","10","0","6","3.10"
"114635","9","9","9","0","7","3.10"
"114826","13","13","13","0","13","3.10"
"115136","15","15","13","2","11","3.10"
"115151","7","7","7","0","6","3.10"
"115199","15","15","14","1","7","3.10"
"115356","15","15","10","5","6","3.10"
"115679","16","16","13","3","12","3.10"
"115695","10","10","10","0","6","3.10"
"115703","16","16","13","3","7","3.10"
"115817","12","12","10","2","6","3.10"
"115859","8","8","8","0","7","3.10"
"115977","21","21","20","1","13","3.10"
"116036","11","11","10","1","6","3.10"
"116169","10","10","10","0","10","3.10"
"116200","13","13","10","3","9","3.10"
"116256","14","14","14","0","7","3.10"
"116273","12","12","11","1","7","3.10"
"116402","20","20","18","2","11","3.10"
"116532","17","17","16","1","9","3.10"
"116618","17","17","14","3","9","3.10"
"116760","17","17","17","0","12","3.10"
"116834","8","8","8","0","6","3.10"
"117014","12","11","9","3","7","3.10"
"117192","13","13","13","0","6","3.10"
"117206","14","14","14","0","8","3.10"
"101649","19","19","17","2","15","3.09"
"102778","22","22","21","1","15","3.09"
"102903","12","12","11","1","7","3.09"
"105382","22","22","22","0","13","3.09"
"106318","17","17","16","1","12","3.09"
"106546","19","19","17","2","11","3.09"
"106815","23","23","22","1","17","3.09"
"107311","11","11","9","2","5","3.09"
"107713","18","18","16","2","13","3.09"
"108248","22","22","20","2","15","3.09"
"109443","19","19","16","3","12","3.09"
"110239","22","22","20","2","16","3.09"
"110982","24","24","19","5","13","3.09"
"111047","19","19","19","0","13","3.09"
"112144","17","17","17","0","15","3.09"
"113743","15","15","15","0","13","3.09"
"114277","13","13","10","3","8","3.09"
"114490","17","17","16","1","13","3.09"
"114589","21","21","18","3","14","3.09"
"116829","18","18","17","1","13","3.09"
"116976","20","20","18","2","14","3.09"
"117146","15","15","14","1","11","3.09"
"100044","13","13","13","0","9","3.08"
"100070","19","19","17","2","13","3.08"
"100146","14","14","14","0","7","3.08"
"100288","9","9","9","0","6","3.08"
"100362","12","12","10","2","9","3.08"
"100583","16","16","12","4","8","3.08"
"100602","13","13","11","2","9","3.08"
"100696","21","21","20","1","10","3.08"
"100722","15","15","13","2","9","3.08"
"100794","15","15","14","1","10","3.08"
"100834","13","13","12","1","8","3.08"
"100864","9","9","8","1","6","3.08"
"100929","12","12","11","1","7","3.08"
"100945","16","16","15","1","9","3.08"
"100987","19","19","15","4","11","3.08"
"101027","18","18","18","0","12","3.08"
"101153","15","15","13","2","7","3.08"
"101177","11","11","11","0","8","3.08"
"101243","15","15","13","2","10","3.08"
"101387","12","12","11","1","7","3.08"
"101430","14","14","11","3","8","3.08"
"101435","21","21","20","1","16","3.08"
"101496","19","19","19","0","12","3.08"
"101657","16","16","13","3","10","3.08"
"101682","13","13","9","4","7","3.08"
"101825","12","12","9","3","8","3.08"
"101838","15","15","14","1","10","3.08"
"101943","9","9","9","0","7","3.08"
"102140","16","16","15","1","10","3.08"
"102214","20","20","17","3","14","3.08"
"102226","16","16","15","1","10","3.08"
"102285","15","15","15","0","11","3.08"
"102291","11","11","10","1","7","3.08"
"102364","14","14","12","2","8","3.08"
"102511","18","18","16","2","9","3.08"
"102548","15","15","14","1","9","3.08"
"102704","12","12","11","1","10","3.08"
"102983","11","11","10","1","9","3.08"
"103115","22","22","18","4","10","3.08"
"103268","15","15","12","3","7","3.08"
"103275","11","11","11","0","11","3.08"
"103310","11","11","9","2","7","3.08"
"103311","13","13","13","0","9","3.08"
"103481","13","13","13","0","9","3.08"
"103512","16","15","15","1","6","3.08"
"103524","16","16","15","1","9","3.08"
"103672","14","14","13","1","7","3.08"
"103708","23","23","22","1","14","3.08"
"103758","11","11","10","1","8","3.08"
"103874","13","13","13","0","9","3.08"
"103904","17","17","17","0","13","3.08"
"104226","15","15","14","1","12","3.08"
"104553","16","16","14","2","9","3.08"
"104584","16","16","14","2","10","3.08"
"104619","15","15","14","1","7","3.08"
"104690","14","14","13","1","9","3.08"
"104809","16","16","14","2","8","3.08"
"104858","15","15","15","0","13","3.08"
"105219","12","12","10","2","7","3.08"
"105320","20","20","19","1","13","3.08"
"105770","15","15","14","1","9","3.08"
"105778","10","10","10","0","7","3.08"
"106098","10","10","9","1","7","3.08"
"106146","13","13","12","1","7","3.08"
"106305","12","12","10","2","7","3.08"
"106468","13","13","12","1","8","3.08"
"106707","21","21","19","2","15","3.08"
"106754","10","10","9","1","7","3.08"
"106892","10","10","10","0","6","3.08"
"107093","10","10","8","2","6","3.08"
"107288","13","13","12","1","9","3.08"
"107339","19","19","17","2","12","3.08"
"107587","14","14","12","2","8","3.08"
"107604","21","21","20","1","13","3.08"
"107701","14","14","12","2","8","3.08"
"107797","14","14","13","1","8","3.08"
"107899","11","11","10","1","9","3.08"
"107989","11","11","10","1","6","3.08"
"108013","8","8","7","1","6","3.08"
"108045","15","15","13","2","10","3.08"
"108066","12","12","9","3","8","3.08"
"108068","16","16","14","2","7","3.08"
"108137","11","11","9","2","7","3.08"
"108193","14","14","11","3","8","3.08"
"108336","14","14","11","3","7","3.08"
"108459","15","15","13","2","9","3.08"
"108493","15","15","12","3","7","3.08"
"108524","14","14","14","0","6","3.08"
"108551","11","11","11","0","8","3.08"
"108710","22","22","22","0","15","3.08"
"108773","11","11","11","0","7","3.08"
"108855","14","14","13","1","9","3.08"
"108905","18","18","16","2","9","3.08"
"109045","13","13","11","2","7","3.08"
"109052","13","13","10","3","7","3.08"
"109188","10","10","10","0","8","3.08"
"109593","16","16","15","1","10","3.08"
"110070","14","14","11","3","9","3.08"
"110305","18","18","15","3","9","3.08"
"110423","13","13","13","0","8","3.08"
"110481","13","13","12","1","9","3.08"
"110636","13","13","12","1","9","3.08"
"110692","11","11","10","1","7","3.08"
"110855","13","13","12","1","9","3.08"
"110892","22","22","21","1","15","3.08"
"110949","13","13","11","2","7","3.08"
"111088","9","9","8","1","7","3.08"
"111188","12","12","12","0","10","3.08"
"111242","12","12","12","0","9","3.08"
"111273","13","13","12","1","10","3.08"
"111353","17","17","15","2","9","3.08"
"111419","10","10","9","1","7","3.08"
"111456","13","13","13","0","10","3.08"
"111596","11","11","9","2","6","3.08"
"111800","19","19","16","3","9","3.08"
"111878","12","12","12","0","8","3.08"
"112659","15","15","14","1","11","3.08"
"112799","15","15","15","0","13","3.08"
"112931","17","17","15","2","8","3.08"
"112969","17","17","14","3","9","3.08"
"113082","12","12","12","0","7","3.08"
"113119","13","13","10","3","7","3.08"
"113355","8","8","7","1","6","3.08"
"113380","13","13","9","4","6","3.08"
"113390","15","15","15","0","13","3.08"
"113444","11","11","11","0","7","3.08"
"113452","13","13","11","2","8","3.08"
"113475","16","16","13","3","9","3.08"
"113671","18","18","15","3","11","3.08"
"113715","16","16","15","1","10","3.08"
"113767","9","9","8","1","7","3.08"
"113778","12","12","12","0","7","3.08"
"113806","17","17","16","1","9","3.08"
"113846","16","16","13","3","9","3.08"
"114101","13","13","12","1","9","3.08"
"114300","15","15","12","3","9","3.08"
"114314","14","14","14","0","9","3.08"
"114443","13","13","13","0","8","3.08"
"114460","12","12","11","1","7","3.08"
"114566","11","11","9","2","7","3.08"
"114781","16","16","14","2","9","3.08"
"114911","16","16","15","1","12","3.08"
"114927","18","18","15","3","7","3.08"
"115041","14","14","14","0","8","3.08"
"115103","15","15","13","2","6","3.08"
"115104","12","12","11","1","10","3.08"
"115110","14","14","13","1","8","3.08"
"115129","14","14","11","3","9","3.08"
"115139","10","10","7","3","7","3.08"
"115251","16","16","13","3","9","3.08"
"115300","13","12","11","2","10","3.08"
"115331","16","16","15","1","12","3.08"
"115600","18","18","15","3","8","3.08"
"115645","13","13","12","1","6","3.08"
"115754","14","14","13","1","10","3.08"
"115767","15","15","15","0","8","3.08"
"115793","16","16","14","2","8","3.08"
"115876","14","14","14","0","13","3.08"
"115887","14","14","12","2","9","3.08"
"115890","14","14","12","2","6","3.08"
"116043","15","15","14","1","7","3.08"
"116223","17","17","13","4","8","3.08"
"116309","16","16","14","2","13","3.08"
"116367","19","19","16","3","12","3.08"
"116410","11","11","10","1","7","3.08"
"116427","11","11","8","3","6","3.08"
"116482","11","11","9","2","8","3.08"
"116671","13","13","12","1","9","3.08"
"116994","15","15","11","4","8","3.08"
"117144","18","18","18","0","14","3.08"
"117264","14","14","12","2","8","3.08"
"117580","14","14","12","2","9","3.08"
"100161","17","17","16","1","10","3.07"
"100271","13","13","11","2","9","3.07"
"100432","17","17","16","1","11","3.07"
"100464","11","11","11","0","9","3.07"
"100483","16","16","15","1","9","3.07"
"100560","16","16","16","0","11","3.07"
"100631","14","14","13","1","9","3.07"
"100848","17","16","14","3","12","3.07"
"100962","12","12","12","0","9","3.07"
"100971","13","13","11","2","7","3.07"
"101122","11","11","10","1","7","3.07"
"101219","14","14","14","0","10","3.07"
"101400","17","17","14","3","12","3.07"
"101638","14","14","14","0","8","3.07"
"101897","16","16","15","1","13","3.07"
"101920","15","15","14","1","10","3.07"
"101947","12","12","12","0","9","3.07"
"102217","18","18","15","3","8","3.07"
"102509","15","15","15","0","10","3.07"
"102579","19","18","18","1","16","3.07"
"102765","18","18","16","2","10","3.07"
"102835","16","16","15","1","11","3.07"
"102897","14","14","14","0","9","3.07"
"103037","11","11","10","1","8","3.07"
"103070","15","15","12","3","9","3.07"
"103347","12","12","12","0","8","3.07"
"103456","12","11","11","1","10","3.07"
"103567","17","17","15","2","12","3.07"
"103735","12","12","12","0","8","3.07"
"103826","15","15","15","0","12","3.07"
"104163","16","16","13","3","10","3.07"
"104272","11","11","11","0","8","3.07"
"104338","15","15","12","3","7","3.07"
"104453","21","21","19","2","13","3.07"
"104460","17","17","15","2","9","3.07"
"104740","13","13","12","1","11","3.07"
"104870","18","18","16","2","12","3.07"
"104881","12","12","11","1","9","3.07"
"105108","16","16","15","1","9","3.07"
"105234","19","19","17","2","9","3.07"
"105309","11","11","11","0","8","3.07"
"105324","14","14","13","1","7","3.07"
"105383","17","17","15","2","12","3.07"
"105444","14","14","11","3","10","3.07"
"105479","13","13","12","1","11","3.07"
"105516","13","13","13","0","7","3.07"
"105679","16","16","11","5","9","3.07"
"105783","18","18","13","5","10","3.07"
"105875","14","14","14","0","9","3.07"
"105891","13","13","11","2","9","3.07"
"105919","20","20","19","1","11","3.07"
"105960","14","14","12","2","9","3.07"
"106017","16","16","16","0","12","3.07"
"106120","13","13","11","2","9","3.07"
"106138","15","15","13","2","9","3.07"
"106278","12","12","12","0","8","3.07"
"106285","14","14","14","0","10","3.07"
"106317","17","17","16","1","14","3.07"
"106542","11","11","10","1","8","3.07"
"106559","10","10","9","1","8","3.07"
"106663","12","12","9","3","8","3.07"
"106664","12","12","11","1","10","3.07"
"107046","18","17","17","1","12","3.07"
"107064","13","13","11","2","9","3.07"
"107154","17","17","16","1","11","3.07"
"107165","13","13","12","1","7","3.07"
"107186","21","21","18","3","12","3.07"
"107244","15","15","13","2","9","3.07"
"107501","15","15","14","1","9","3.07"
"107984","19","19","16","3","13","3.07"
"108321","11","11","10","1","8","3.07"
"108374","16","16","15","1","11","3.07"
"108404","15","15","12","3","9","3.07"
"108423","17","17","15","2","12","3.07"
"108557","13","13","12","1","8","3.07"
"108613","14","14","14","0","11","3.07"
"108648","14","14","14","0","13","3.07"
"108703","22","22","20","2","17","3.07"
"108863","10","10","10","0","8","3.07"
"108889","17","17","14","3","12","3.07"
"108994","9","9","8","1","7","3.07"
"109008","17","17","16","1","11","3.07"
"109032","17","17","15","2","9","3.07"
"109069","14","14","12","2","10","3.07"
"109123","16","16","14","2","8","3.07"
"109136","20","20","19","1","15","3.07"
"109254","15","15","15","0","9","3.07"
"109811","12","12","12","0","10","3.07"
"109923","16","16","14","2","11","3.07"
"110110","14","14","13","1","9","3.07"
"110132","14","14","13","1","9","3.07"
"110250","19","19","16","3","10","3.07"
"110283","16","16","13","3","8","3.07"
"110292","12","12","11","1","9","3.07"
"110600","17","17","15","2","11","3.07"
"110626","14","14","14","0","8","3.07"
"110705","20","20","16","4","12","3.07"
"111348","9","9","9","0","9","3.07"
"111530","13","13","12","1","11","3.07"
"111794","15","15","14","1","9","3.07"
"111836","19","19","16","3","11","3.07"
"112026","19","19","16","3","13","3.07"
"112242","12","12","10","2","8","3.07"
"112313","15","15","14","1","10","3.07"
"112354","19","19","17","2","13","3.07"
"112489","20","20","16","4","12","3.07"
"112561","16","16","14","2","8","3.07"
"112703","11","11","9","2","7","3.07"
"113085","10","10","9","1","8","3.07"
"113113","17","17","14","3","8","3.07"
"113171","13","13","13","0","12","3.07"
"113296","21","21","21","0","14","3.07"
"113443","11","11","11","0","8","3.07"
"113451","20","20","16","4","10","3.07"
"113488","13","13","12","1","7","3.07"
"113505","17","17","16","1","12","3.07"
"113558","18","18","16","2","10","3.07"
"113594","14","14","10","4","7","3.07"
"113657","18","18","17","1","10","3.07"
"113692","14","14","14","0","8","3.07"
"113748","11","11","10","1","7","3.07"
"113874","11","11","11","0","9","3.07"
"113982","14","14","13","1","12","3.07"
"113988","18","18","15","3","10","3.07"
"114002","16","16","16","0","9","3.07"
"114173","13","13","11","2","10","3.07"
"114205","11","11","11","0","9","3.07"
"114620","18","18","18","0","11","3.07"
"115120","19","19","17","2","12","3.07"
"115149","19","19","17","2","14","3.07"
"115160","17","17","16","1","12","3.07"
